gene,name_disease,category_cleaned,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_mendelics,scr_nurture,scr_perkinelmer,scr_sema,inheritance_babyseq2,penetrance_babyseq2,age_onset_asqm_standard,severity_asqm,likelihood_asqm,efficacy_asqm,acceptability_asqm,knowledge_asqm,yespct_goldetal,prevalence_100k_goldetaldet,orthogonal_test_goldetaldet
FXYD2,"Hypomagnese mia, type 2",Metabolism,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
HHEX,Congenital Hypothyroidism (thyroid dysgenesis),Endocrinology,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SERPINC1,Thrombophilia due to antithrombin III deficiency,Hematology,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Adolescent/Adult,1,3,2,3,2,,,missing
C2CD3,Orofaciodigital syndrome XIV,Medical Genetics,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
IGF2,"Growth Restriction, Severe, With Distinctive Facies",Medical Genetics,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
BAX,Colorectal Cancer,Oncology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
DAO,"Schizophrenia; Sczd;;Schizoaffective Disorder, Included",Neurology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
FBN2,Contractural arachnodactyly,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
LRRC8A,Agammaglobulinemia 5,Immunology,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
RUNX2,Cleidocranial dysostosis,Orthopedics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
CCN6,Progressive pseudorheumatoid,Orthopedics,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
MIP,"Cataract 15, multiple types",Ophthalmology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
NLRC4,NLRC4 associated familial cold inflammatory syndrome,Immunology,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,missing,0,0,0,0,0,0,ultrarare,Y
FLCN,Birt-Hogg-Dube syndrome,Pulmonology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),Adolescent/Adult,1,2,2,3,2,,,missing
SLC52A1,Riboflavin deficiency,Metabolism,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
AHI1,Joubert syndrome-3,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ABCA1,"HDL deficiency, familial, 1",Cardiovascular,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
EIF2B3,Leukoencephalopathy with vanishing white matter,Neurology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
HOMER2,"?Deafness, autosomal dominant 68",ENT,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
NSDHL,CHILD syndrome,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
BMPR1B,Pulmonary hypertension,Cardiovascular,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
EPG5,EPG5 deficiency (Vici syndrome),Medical Genetics,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TUBA1A,Lissencephaly,Neurology,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SEPTIN9,"Amyotrophy, hereditary neuralgic",Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
FREM2,Fraser syndrome,Medical Genetics,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
LIAS,LIAS-related pyruvate dehydrogenase lipoic acid synthetase deficiency,Metabolism,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
MPO,Myeloperoxidase deficiency,Immunology,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,missing,0,0,0,0,0,,,missing
EMD,"Muscular dystrophy, Emery-Dreifuss",Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,XLR,HIGH (A),missing,0,0,0,0,0,,,missing
NEK1,"Short rib-polydactyly syndorme, type II",Medical Genetics,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TCAP,"Muscular dystrophy, limb-girdle, type 2G",Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Adolescent/Adult,2,3,2,3,1,,,missing
SPG7,Spastic paraplegia,Neurology,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
GNE,GNE myopathy,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,0,.1,Y
SCO1,"Hepatic failure, early onset, and neurologic disorder",Gastroenterology,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CFAP298,Primary ciliary dyskinesia 26,Dermatology,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,Neonatal,1,3,2,2,1,,,missing
CRYM,"Deafness, autosomal dominant 40",ENT,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
COX10,Complex IV deficiency,Metabolism,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CYP4F22,"Ichthyosis, congenital, autosomal recessive",Dermatology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Birth,1,3,0,0,2,,,missing
FLNC,Myofibrillar myopathy,Neurology,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,missing,0,0,0,0,0,,,missing
SIX3,Holoprosencephaly-2,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
MSX2,Parietal foramina 1,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
COL6A3,Ullrich congenital muscular dystrophy,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
TFRC,TFRC deficiency,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
NSMCE3,NSMCE3 deficiency,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SLC9A6,Christianson syndrome,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
UBE3A,Angelman Syndrome,Medical Genetics,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
FOXF1,Alveolar capillary dysplasia with misalignment of pulmonary veins,Pulmonology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),Birth,3,3,0,0,3,,,missing
GJA5,Atrial fibrillation,Cardiovascular,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (A),Adolescent/Adult,2,3,2,2,2,,,missing
UBA1,"Spinal muscular atrophy, X-linked infantile",Neurology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TRAC,TCRα deficiency,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CYB5R3,Methemoglobinemia Due To Deficiency Of Methemoglobin Reductase,Hematology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
COX15,Complex IV deficiency,Metabolism,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CCBE1,Hennekam-lymphangiectasia-lymphedema syndrome,Medical Genetics,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
ATAD1,Hereditary Hyperekplexia 4,Neurology,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TMEM127,"{Pheochromocytoma, susceptibility to}",Oncology,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Adolescent/Adult,1,3,2,2,0,,,missing
COL4A6,"?Deafness, X-linked 6",ENT,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
ACTN2,"Cardiomyopathy, familial hypertrophic",Cardiovascular,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (B),Adolescent/Adult,2,2,2,3,2,,,missing
PIGT,Paroxysmal nocturnal hemoglobinuria,Nephrology,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
DGCR2,DiGeorge syndrome,Medical Genetics,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
RELA,RelA haploinsufficiency,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TAL2,"Leukemia, Acute Lymphoblastic; Allleukemia, Acute Lymphoblastic, Susceptibility To, 1, Included;;All1, Included;;Leukemia, Acute Lymphocytic, Susceptibility To, 1, Included;;Leukemia, B-Cell Acute Lymphoblastic, Susceptibility To, Included;;Leukemia, T-Cell Acute Lymphoblastic, Susceptibility To, In",Oncology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SLC17A8,"Deafness, autosomal dominant 25",ENT,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Adolescent/Adult,0,3,3,3,1,,,missing
CACNA1A,"Episodic ataxia, type 2",Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,0,,N
TSPEAR,Sensorineural deafness,ENT,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Birth,1,3,3,3,0,,,missing
CBLN2,Pulmonary hypertension,Cardiovascular,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
COL6A2,Ullrich congenital muscular dystrophy,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
VPS54,amyotrophic lateral sclerosis,Neurology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
BIN1,"Myopathy, centronuclear, autosomal recessive",Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
SLC25A32,Riboflavine-responsive exercise intolerance,Metabolism,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SLC1A4,"Spastic tetraplegia, thin corpus callosum, and progressive microcephaly",Metabolism,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CHM,Choroideremia,Ophthalmology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
CTNNB1,PILOMATRIXOMA ,Dermatology,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,missing,0,0,0,0,0,,,missing
RBMX,"Mental retardation, X-linked, syndromic 11, Shashi type",Neurology,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
GDNF,Hirschsprung disease,Gastroenterology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Birth,3,0,3,2,0,,,missing
B3GLCT,Peters-Plus syndrome,Ophthalmology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ALB,Analbuminemia,Cardiovascular,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Childhood,1,1,3,3,2,,,missing
RSPH3,Primary ciliary dyskinesia 32,Dermatology,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,Birth,1,3,2,2,1,,,missing
SCARB2,Progressive myoclonic epilepsy 4,Neurology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,0,,Y
TNFSF12,TWEAK deficiency,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
ATP1A2,Hemiplegic migraine,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
MYH3,"Arthrogryposis, distal",Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
TPM3,Congenital fiber-type disproportion myopathy,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
MCFD2,"Factor V and Factor VIII deficiency, combined",Hematology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ANO10,"Spinocerebellar ataxia, autosomal recessive 10",Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
KCNK3,"Pulmonary hypertension, primary, 4",Cardiovascular,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Variable,2,3,1,2,1,,,missing
VCAN,Wagner syndrome,Ophthalmology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
RIPOR2,"?Deafness, autosomal recessive 104",ENT,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
NAXE,"NAD(P)HX
epimerase deficiency",Metabolism,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
SLC25A4,Progressive external ophthalmoplegia,Metabolism,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
CBL,Noonan syndrome-like disorder with or without juvenile meylomonocytic leukemia,Cardiovascular,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
SNRPN,Prader-Willi Syndrome; Pws,Medical Genetics,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
AIP,Pituitary adenoma,Endocrinology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,MODERATE (A),Variable,1,2,3,3,3,,,missing
ALG3,"Congenital disorder of glycosylation, type Id",Metabolism,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
BBS5,Bardet-Biedl syndrome,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CD81,Common variable immune deficiency 6,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,1,.4,Y
COX6B1,Complex IV deficiency,Metabolism,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
RAI1,Potocki-Lupski syndrome,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
MTMR2,"Charcot-Marie-Tooth disease, type 4B1",Neurology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
NSMF,Hypogonadotropic Hypogonadism 9 With Or Without Anosmia,Endocrinology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
MGP,Keutel syndrome,Cardiovascular,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
EIF2B2,Leukoencephalopathy with vanishing white matter,Neurology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
WDR11,Hypogonadotropic Hypogonadism 14 With Or Without Anosmia; Hh14,Endocrinology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SBF2,"Charcot-Marie-Tooth disease, type 4B2",Neurology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CEL,"Maturity-onset  diabetes  of the young,  type 8",Endocrinology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Adolescent/Adult,1,3,2,2,1,0,,Y
KCNA1,Episodic  ataxia/myokymia  syndrome,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,0,,N
SOD1,Amyotrophic lateral sclerosis,Neurology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
GNB1,"Leukemia, Acute Lymphoblastic; Allleukemia, Acute Lymphoblastic, Susceptibility To, 1, Included;;All1, Included;;Leukemia, Acute Lymphocytic, Susceptibility To, 1, Included;;Leukemia, B-Cell Acute Lymphoblastic, Susceptibility To, Included;;Leukemia, T-Cell Acute Lymphoblastic, Susceptibility To, In",Oncology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
RPL9,Diamond-Blackfan Anaemia,Oncology,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
FLT3,"Leukemia, Acute Lymphoblastic; Allleukemia, Acute Lymphoblastic, Susceptibility To, 1, Included;;All1, Included;;Leukemia, Acute Lymphocytic, Susceptibility To, 1, Included;;Leukemia, B-Cell Acute Lymphoblastic, Susceptibility To, Included;;Leukemia, T-Cell Acute Lymphoblastic, Susceptibility To, In",Oncology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
GRN,"Frontotemporal Lobar Degeneration With Tdp43 Inclusions, Grn-Related;;Ftld-Tdp, Grn-Related;;Frontotemporal Dementia With Tdp43 Inclusions, Grn-Related;;Frontotemporal Lobar Degeneration With Ubiquitin-Positive Inclusions;Ftldu;;Frontotemporal Dementia, Ubiquitin-Positive; Ftdu;;Dementia, Hereditary",Neurology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
GAN,Giant axonal neuropathy,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CCDC50,Hearing loss,ENT,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Childhood,1,3,3,3,1,,,missing
SCN9A,"Indifference To Pain, Congenital, Autosomal Recessive; Cip",Neurology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
AMELX,Amelogenesis imperfecta,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
ZNF469,Brittle cornea syndrome,Ophthalmology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CHKB,"Muscular dystrophy, congenital, megaconial type",Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
LTBP4,"Cutis laxa, autosomal recessive, type IC",Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Neonatal,3,3,0,0,2,,,missing
SH2B3,"Erythrocytosis, Familial, 1; Ecyt1;;Polycythemia, Primary Familial And Congenital; Pfcp;;Erythrocytosis, Autosomal Dominant Benign",Hematology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
KBTBD13,Nemaline myopathy,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
DBH,Orthostatic hypotension 1,Cardiovascular,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,,Y
SPINT2,Syndromic congenital secretory sodium diarrhea 3,Gastroenterology,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
INO80,INO80 deficiency,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TPM2,Nemaline myopathy,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
KANSL1,Koolen-De Vries syndrome,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
GTF2I,Williams syndrome,Medical Genetics,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TNFRSF1A,Tumor necrosis factor receptor associated periodic syndrome,Immunology,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,.056,N
CITED2,Congenital heart defects,Cardiovascular,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
ACE,Renal tubular dysgenesis,Nephrology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
NDUFS4,Mitochondrial Complex I Deficiency,Metabolism,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CFHR5,Haemolytic uraemic syndrome,Hematology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
IQCB1,Senior-Loken syndrome 5,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
MYH2,Proximal myopathy and ophthalmoplegia,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
APOA2,FAMILIAL HYPERCHOLESTEROLEMIA ,Cardiovascular,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,missing,0,0,0,0,0,,,missing
ALG6,"Congenital disorder of glycosylation, type Ic",Metabolism,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ALOXE3,"Ichthyosis, congenital, autosomal recessive",Dermatology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
PARN,"Dyskeratosis congenita, autosomal recessive 6",Immunology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,unk,missing
SPATA7,Leber congenital amaurosis 3,Ophthalmology,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SERAC1,"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",Metabolism,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SEC61A1,SEC61A1 deficiency,Immunology,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
HSF4,"Cataract 5, multiple types",Ophthalmology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
IGHMBP2,Spinal muscular atrophy with respiratory distress,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
SLC6A6,Taurine transporter deficiency,Ophthalmology,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,missing,0,0,0,0,0,0,,Y
NME8,"Ciliary dyskinesia, primary",Pulmonology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Birth,1,3,2,2,0,,,missing
POLG,POLG-Related Ataxia Neuropathy Spectrum Disorders,Neurology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ARID1B,Coffin-Siris syndrome,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
ERCC6,Cockayne syndrome,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CYP4V2,Bietti Crystalline Corneoretinal Dystrophy; Bcd;;Bietti Crystalline Dystrophy;;Bietti Tapetoretinal Degeneration With Marginal Corneal Dystrophy,Ophthalmology,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CCNQ,Syndactyly - telecanthus - anogenital and renal malformations,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
WDR36,Glaucoma,Ophthalmology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
DDX59,Orofaciodigital syndrome V,Medical Genetics,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CTSK,Pycnodysostosis,Endocrinology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),Variable,0,3,2,3,2,,,missing
BBS9,Bardet-Biedl syndrome,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
NOTCH1,Aortic valve disease,Cardiovascular,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
WNT3,"Tetra-amelia, autosomal recessive",Medical Genetics,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SLC4A11,Corneal endothelial dystrophy,Ophthalmology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
IDH2,Hydroxyglutaric aciduria,Metabolism,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
BFSP2,"Cataract 12, multiple types",Ophthalmology,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SLC27A4,Ichthyosis prematurity syndrome,Dermatology,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
BBS7,Bardet-Biedl syndrome,Medical Genetics,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
