gene_official,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_nurture,scr_perkinelmer,scr_sema,inheritance,penetrance,age_onset_asqm_standard,severity,likelihood,efficacy,acceptability,knowledge,yespct,prevalence_100k,orthogonal_test
CD3G,5,,1,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,Infant,3,0,3,2,0,,,
ADA2,5,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,.5,Y
ADK,5,Secondary,1,,1,,,,,,,,,,,1,,,,1,,,,1,,,,AR,HIGH (A),Neonatal,2,3,2,2,1,,,
SLC35A2,5,,,1,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,<1,Y
ITK,5,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,Childhood,3,3,1,1,1,1,.5,Y
LRTOMT,5,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,
PROKR2,5,,,,1,,1,,,,,,,,,1,,1,,,1,,,,,,,AD,HIGH (A),,,,,,,,,
FANCL,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Childhood,2,3,2,2,1,1,.76,Y
CFD,5,,,,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,unk,Y
TNNI3,5,,,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,AD,MODERATE (B),Variable,2,3,2,3,3,,,
MARVELD2,5,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,
RFWD3,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,.76,Y
RPS27,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Infant,1,3,2,3,0,1,.75,Y
SLC6A5,5,,1,,1,1,,,1,,,,,,,,,,,1,,,,,,,,AR,HIGH (A),,,,,,,0,,N
SYT2,5,,1,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,.92,Y
BRAF,5,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
RPL27,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Infant,1,3,2,3,0,1,.75,Y
JAGN1,4,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
CD70,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,ultrarare,Y
GPIHBP1,4,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
IFITM5,4,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
SLC39A7,4,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
CAV1,4,,,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,Variable,2,3,1,2,0,0,.023,Y
TERC,4,,,,1,,,,,,,,,,1,1,,,,,,,,,1,,,AD,MODERATE (A),Adolescent/Adult,2,2,1,1,1,1,,Y
UCP2,4,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,0,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
LEP,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,Y
FGFR2,4,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
DNAI1,4,,,,1,,,,,1,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,3,,,
CASQ2,4,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,AR,HIGH (A),Childhood,3,2,2,2,2,,,
TK2,4,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,AR,HIGH (A),,,,,,,1,unk,Y
SAMD9L,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,Y
PSPH,4,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,<1,Y
BMPR1A,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AD,HIGH (A),Variable,2,3,2,2,2,0,,N
C2,4,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,5,Y
EDNRB,4,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,Birth,2,3,3,2,2,,,
C8A,4,,,,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,0,unk,Y
INSR,4,,,,1,,1,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
LAMA2,4,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,AR,HIGH (A),,,,,,,,,
SLC30A10,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
PDSS1,4,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,<1,Y
GNMT,4,Secondary,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,,,Childhood,0,3,0,0,0,,,
OCRL,4,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
MAGED2,4,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,Rare; < 0.1,Y
STK11,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AD,HIGH (A),Adolescent/Adult,2,3,2,2,3,,,
PTPRQ,4,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,Birth,1,3,3,3,1,,,
SLC26A2,4,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PHOX2B,4,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,AD,MODERATE (A),Birth,3,3,3,2,3,1,,N
LAMP2,4,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,XLD,HIGH (A),Childhood,2,3,2,2,2,,,
PMP22,4,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
MYO3A,4,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Adolescent/Adult,0,3,3,3,0,,,
NFKB2,4,,1,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,Infant,1,3,2,3,1,1,.4,Y
RNPC3,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,Y
LIG1,4,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,unk,Y
FAS,4,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
DNAJC19,4,Secondary,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,Infant,3,2,1,2,2,,,
COL3A1,4,,,,1,,,,,,,,,,,,,,,,,1,,,1,1,,AD,HIGH (A),Variable,3,3,1,2,2,,,
ESRRB,4,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,1,,,
PKP2,4,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,AD,MODERATE (A),Variable,2,3,2,2,2,,,
HEXA,4,,,,1,,,,,,,,,,1,1,,,,,,,,1,,,,AR,HIGH (A),Infant,3,3,0,0,3,1,.3,Y
ELN,4,,,,1,,,1,,,,,,,,1,,1,,,,,,,,,,AD,HIGH (A),Childhood,2,3,3,3,2,,,
SAMD9,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,N
DHFR,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
PDP1,4,,,1,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,.02,Y
OPA1,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AD,HIGH (A),Childhood,2,2,1,3,2,,,
GLRB,4,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,N
NTRK1,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
MYD88,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,0,unk,Y
TBL1X,4,,,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
IRS4,4,,,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
ITGA2B,4,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,Birth,1,3,3,3,2,,,
COL9A2,4,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
VWF,4,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,AD,MODERATE (A),Birth,2,3,3,3,2,,,
F7,4,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,Infant,2,2,3,3,3,,,
SURF1,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
LEPR,4,,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,AR,HIGH (A),,,,,,,1,,N
MNX1,4,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,"0.87 (per 100,000)
See INS per RXGenes",Y
ACTC1,4,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,AD,MODERATE (B),Variable,2,3,2,3,2,,,
RDX,4,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,Birth,1,3,3,3,1,,,
CIB2,4,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,Birth,1,3,3,3,3,,,
DSC2,4,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,AD,MODERATE (A),Variable,2,2,2,2,1,,,
ACTA2,4,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,AD,MODERATE (A),Variable,2,3,2,3,2,,,
CRLF1,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
COQ9,4,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,<1,Y
CYP7B1,4,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,,Y
SERPING1,4,,,,,,,,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,,1,unk,Y
CLCNKB,4,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,Variable,2,3,2,3,2,1,Rare; < 0.1,Y
CPOX,4,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,0,,Y
TMEM43,4,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,AD,HIGH (A),Variable,2,3,2,2,2,,,
HELLS,4,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,0,unk,Y
SKIC3,4,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TINF2,4,,,,1,,,,,,,,,,1,1,,,,,,,,,1,,,AD,MODERATE (A),Variable,2,3,1,2,2,1,,Y
APC,4,,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,AD,HIGH (A),Adolescent/Adult,2,3,3,2,3,1,3.2-14.6,N
CLCN5,4,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
FCHO1,4,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
AMACR,4,,,,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,
HSD17B4,4,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,AR,HIGH (A),Childhood,1,3,2,3,0,,,
NFKBIA,4,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,.5,N
CYP1B1,4,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,
PRKAG2,4,,,,1,,,,,,,,,,,1,,,,,,1,,,,1,,AD,HIGH (A),Variable,3,2,2,2,2,,,
OTOG,4,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,Infant,1,3,3,3,1,,,
GCM2,4,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
COL9A3,4,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
SLC9A3,4,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,Y
STAT5B,4,,,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,ultrarare,
OSTM1,4,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SLC25A38,4,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,AR,HIGH (A),,,,,,,0,,Y
GNS,4,,,,1,,,,,,,,,,1,1,,,,,,,,1,,,,AR,HIGH (A),Childhood,2,3,0,0,2,,,
MT-TL1,4,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,.16,Y
ANOS1,4,,,,,,1,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,
POU3F4,4,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,XLR,HIGH (A),Birth,1,3,3,3,2,,,
COQ7,4,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,<1,Y
NDP,4,,1,,1,,,,,,,,,,,1,,1,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
NRAS,4,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,Birth,2,3,2,3,2,,,
KCNJ2,4,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,AD,HIGH (A),Variable,2,2,2,2,2,,,
FUCA1,4,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,AR,HIGH (A),Infant,2,3,2,1,2,1,<0.5,Y
ALG2,4,,1,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,.92,Y
KCNQ4,4,,,,1,,,,,,,,1,,1,,,1,,,,,,,,,,AD,HIGH (A),Variable,1,3,3,3,2,,,
OTOA,4,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,1,,,
AICDA,4,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
PSAT1,4,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,unk,Y
CD19,4,,,1,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,1,.4,Y
POMC,4,,,,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,Y
MEN1,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AD,HIGH (A),Adolescent/Adult,1,3,3,3,3,,,
IGF1,4,,,,,,,,,1,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,Y
LAMTOR2,4,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,0,unk,Y
CDCA7,4,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,0,unk,Y
SOS1,4,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,
CAD,4,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
DNAH5,4,,,,1,,,,,1,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,3,,,
CAVIN1,4,,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,AR,HIGH (A),,,,,,,0,.023,Y
IKZF1,4,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,.4,Y
F10,4,,,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,Infant,1,3,3,3,3,,,
ANKH,4,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,AD,HIGH (A),,,,,,,,,
TBX1,4,,,,1,,,,,,,,1,,,1,,1,,,,,,,,,,AD,HIGH (A),Birth,2,2,2,3,1,,,
GRXCR1,4,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,Birth,1,3,3,3,2,,,
STRC,4,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Infant,1,3,3,3,2,,,
LAT,4,,1,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
CLN3,4,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,0,0,3,,,
IL2RA,4,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,Infant,2,3,3,2,1,1,ultrarare,Y
ORAI1,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,Neonatal,2,3,1,1,1,0,1.72,Y
BRCA1,3,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,Adolescent/Adult,2,3,2,3,3,1,370,N
HGD,3,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,AR,HIGH (A),Adolescent/Adult,1,3,0,0,3,,,
PROS1,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Adolescent/Adult,1,3,2,3,2,,,
STS,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
CD46,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,.2,N
OTULIN,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,unk,N
COL17A1,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
AVP,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,.64,Y
LAMB3,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PLS3,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
RASGRP1,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,unk,Y
COMP,3,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,
HBG2,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,Birth,0,3,3,3,2,,,
DICER1,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,21.7,N
WDR1,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,Y
PRKAR1A,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,AD,HIGH (A),,,,,,,,,
CACNA1S,3,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,Variable,2,1,3,3,2,1,1,N
ACTG1,3,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,AD,HIGH (A),Childhood,1,3,3,3,2,,,
BBS10,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MYL2,3,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,AD,MODERATE (A),Variable,2,2,2,3,2,,,
SECISBP2,3,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
SALL1,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SLC26A7,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
UROD,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,0,7.5,Y
HEXB,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),Infant,3,3,0,0,3,1,.1,Y
KLHL3,3,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
CLPP,3,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,Birth,1,3,3,3,1,,,
PIK3CD,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,Childhood,2,3,2,3,2,1,.4,Y
LAMC2,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
HPS3,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Childhood,0,3,3,3,2,,,
NIPAL4,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,AR,HIGH (A),,,,,,,0,unk,N
TUBB1,3,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
KRT14,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,0,unk,
TRDN,3,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,Infant,3,2,2,2,1,,,
TCOF1,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,AD,HIGH (A),Neonatal,1,3,2,3,2,,,
CALM3,3,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
SDHD,3,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,AD,HIGH (A),Adolescent/Adult,1,3,2,2,2,,,
RFX6,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,"0.87 (per 100,000)
See INS per RXGenes",Y
MCOLN1,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),Infant,2,3,0,0,2,,,
RSPH9,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,1,,,
TPMT,3,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,
MPZ,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
PLEC,3,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
OCA2,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GNPTAB,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),Birth,2,3,0,0,2,1,.25,Y
MOCS2,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
AR,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
NPHP1,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
HIBCH,3,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,0,.77,Y
TGFB3,3,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,Adolescent/Adult,2,2,3,3,2,,,
IL36RN,3,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,0,unk,N
EPS8,3,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
SMARCD2,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,unk,Y
IL10,3,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,0,,
PTEN,3,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,AD,HIGH (A),Adolescent/Adult,2,3,2,3,2,,,
TNFSF11,3,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PRX,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
FGF3,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,AR,HIGH (A),Neonatal,1,3,3,3,2,,,
PEX1,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,AR,HIGH (A),Neonatal,2,3,0,0,2,,,
MSH6,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,Childhood,2,3,1,2,1,0,131.9,N
PEX12,3,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SCN3A,3,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,N
ADGRV1,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,AR,HIGH (A),Birth,1,3,2,3,3,,,
LAMA3,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TPM1,3,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,AD,MODERATE (A),Variable,2,3,2,3,2,,,
IL21R,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,Childhood,2,3,3,2,0,0,unk,Y
DNAH11,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,3,,,
OAS1,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
CCDC40,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,
EDARADD,3,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
RSPH4A,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,
MT-ND5,3,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,0,.02,Y
ASPA,3,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),Birth,3,3,0,0,3,,,
EGR2,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
MYH9,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,AD,HIGH (A),Childhood,0,3,3,3,3,,,
ECHS1,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
GPD1L,3,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,AD,MODERATE (B),Variable,2,2,2,2,1,,,
TMEM38B,3,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
DNAAF11,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,
MSH2,3,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,Childhood,2,3,1,2,1,0,35.2,N
STX16,3,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
MAFB,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,AD,HIGH (A),,,,,,,,,
FAM111A,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
TF,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
MUTYH,3,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,AR,HIGH (A),Adolescent/Adult,2,3,3,2,3,0,1.7-3.5,N
TNFRSF13B,3,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,0,.4,Y
UBR1,3,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GGCX,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,Neonatal,1,3,3,3,1,1,,Y
UMPS,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,<1,Y
RTEL1,3,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,Y
LCK,3,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,Infant,3,0,3,2,1,0,1.72,Y
GP1BA,3,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,Birth,0,3,3,3,2,,,
BCAT2,3,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
CFHR1,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,.2,N
EDAR,3,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MKS1,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
